time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-01T17:41:55.360Z,51.5266666666667,-178.640666666667,13.67,2.01,ml,8,210,,0.18,av,av91741261,2023-01-03T19:14:28.050Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,3.49,4.38,0.186889118299391,8,reviewed,av,av
2023-01-01T17:40:21.880Z,17.979,-66.9971666666667,8.29,2.03,md,6,168,0.04579,0.11,pr,pr71390253,2023-01-01T17:49:59.870Z,"Puerto Rico region",earthquake,0.41,1,0.0892489147948322,4,reviewed,pr,pr
2023-01-01T17:36:17.640Z,63.2345,-151.6109,4.3,1.2,ml,,,,0.92,ak,ak0231xvgzb,2023-01-23T17:35:50.196Z,"Central Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T17:30:48.630Z,19.2334995269775,-155.393997192383,31.7299995422363,2.16,ml,42,142,,0.119999997,hv,hv73290902,2023-01-01T17:36:18.700Z,"9 km ENE of P?hala, Hawaii",earthquake,0.59,0.649999976,3.38,10,automatic,hv,hv
2023-01-01T17:27:50.242Z,60.1218,-152.3074,97,1.8,ml,,,,0.3,ak,ak0231xtlzn,2024-01-18T19:07:54.701Z,"36 km WNW of Ninilchik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T17:23:47.671Z,51.6088,-177.3301,25.6,1.7,ml,,,,0.36,ak,ak0231xsqxb,2023-01-18T21:27:02.850Z,"56 km WSW of Adak, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-01-01T17:18:06.640Z,33.9713333,-116.7426667,17.81,1.27,ml,44,39,0.06697,0.12,ci,ci40152735,2023-01-04T22:11:25.075Z,"7km NE of Cabazon, CA",earthquake,0.15,0.37,0.212,25,reviewed,ci,ci
2023-01-01T17:12:31.970Z,19.1691666666667,-155.46,31.79,1.64,md,34,126,,0.12,hv,hv73290877,2024-01-04T03:36:51.750Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.53,0.87,0.195569597181321,15,reviewed,hv,hv
2023-01-01T17:09:49.490Z,33.9646667,-117.5378333,2.99,0.82,ml,20,48,0.04396,0.09,ci,ci40152727,2023-01-04T20:59:59.713Z,"4km SSW of Mira Loma, CA",earthquake,0.13,0.19,0.179,5,reviewed,ci,ci
2023-01-01T17:07:50.300Z,51.8548333333333,-178.039166666667,5.43,1.16,ml,4,218,,0.1,av,av91082858,2024-01-18T19:07:53.210Z,"96 km W of Adak, Alaska",earthquake,0.93,0.74,0.0691012605604937,4,reviewed,av,av
2023-01-01T17:07:40.911Z,62.4722,-149.2894,10.7,1.2,ml,,,,0.66,ak,ak0231xpay3,2024-01-18T19:07:51.456Z,"41 km E of Chase, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-01T17:00:19.460Z,19.3908333333333,-155.271166666667,8.45,1.65,md,25,42,,0.16,hv,hv73290857,2023-01-05T00:07:11.690Z,"6 km SW of Volcano, Hawaii",earthquake,0.3,0.29,0.33009907547049,6,reviewed,hv,hv
2023-01-01T17:00:14.945Z,63.1952,-148.6489,68.7,2.3,ml,,,,0.72,ak,ak0231xnqxw,2023-01-18T21:27:00.177Z,"26 km SE of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-01-01T16:57:44.050Z,58.2488333333333,-155.124833333333,3.65,-0.32,ml,6,200,,0.11,av,av91082758,2023-01-04T18:35:21.130Z,"85 km NNW of Karluk, Alaska",earthquake,0.67,0.84,0.2116041175277,6,reviewed,av,av
2023-01-01T16:53:46.650Z,36.5941667,-121.2016667,8.19,2.04,md,51,66,0.02596,0.07,nc,nc73827556,2023-01-10T19:08:09.395Z,"9km NW of Pinnacles, CA",earthquake,0.16,0.25,0.33,41,reviewed,nc,nc
2023-01-01T16:53:35.699Z,62.9031,-150.1474,86,1.6,ml,,,,0.55,ak,ak0231xdq2p,2024-01-18T19:07:49.622Z,"50 km N of Chase, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-01-01T16:49:57.060Z,35.726,-117.5276667,9.13,0.94,ml,18,95,0.106,0.14,ci,ci40152711,2023-01-04T20:53:54.400Z,"12km WSW of Searles Valley, CA",earthquake,0.27,0.68,0.141,11,reviewed,ci,ci
2023-01-01T16:47:16.880Z,32.6028333,-117.9698333,5.95,2.65,ml,27,247,0.631,0.32,ci,ci40152719,2023-03-11T22:51:30.040Z,"43km SE of San Clemente Is. (SE tip), CA",earthquake,0.98,31.61,0.152,91,reviewed,ci,ci
2023-01-01T16:47:01.600Z,40.5286667,-123.901,22.02,2.16,md,27,47,0.02191,0.11,nc,nc73827551,2023-01-02T04:49:11.561Z,"17km E of Hydesville, CA",earthquake,0.4,0.43,0.211,25,reviewed,nc,nc
2023-01-01T16:40:44.544Z,51.3584,-176.4942,35,2.9,ml,13,237,0.506,0.51,us,us7000j5cb,2023-03-11T22:51:52.040Z,"58 km S of Adak, Alaska",earthquake,2.67,2.016,0.148,6,reviewed,us,us
2023-01-01T16:28:26.753Z,31.71729206,-104.2797612,7.10847168,2.6,ml,26,62,0.0442252882,0.2,tx,tx2023abgp,2023-03-11T22:51:30.040Z,"western Texas",earthquake,0.6853669093,0.7808513706,0.2,35,reviewed,tx,tx
2023-01-01T16:27:32.530Z,33.9898333,-116.9818333,18.45,1.15,ml,38,59,0.06828,0.14,ci,ci40152703,2023-01-04T20:00:18.211Z,"7km E of Calimesa, CA",earthquake,0.18,0.34,0.134,24,reviewed,ci,ci
2023-01-01T16:24:37.000Z,59.5969,-152.1296,57.8,2,ml,,,,0.46,ak,ak0231x7i5w,2024-01-18T19:07:47.634Z,"26 km SW of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T16:24:27.560Z,-25.2057,178.5092,595.724,5.1,mb,73,41,7.041,0.85,us,us7000j1fq,2023-03-11T22:51:30.040Z,"south of the Fiji Islands",earthquake,11.13,6.692,0.039,213,reviewed,us,us
2023-01-01T16:17:16.430Z,38.845665,-122.8188324,1.51,0.88,md,8,97,0.00965,0.02,nc,nc73827541,2023-01-01T16:36:12.990Z,"9km WNW of Cobb, CA",earthquake,0.43,0.99,0.14,4,automatic,nc,nc
2023-01-01T16:15:25.750Z,19.2133331298828,-155.361999511719,34.7700004577637,1.98000002,md,34,207,,0.100000001,hv,hv73290807,2023-01-01T16:24:43.870Z,"12 km E of P?hala, Hawaii",earthquake,0.87,1.13,1.25,14,automatic,hv,hv
2023-01-01T16:11:41.960Z,58.1963333333333,-155.282333333333,2.58,-0.39,ml,4,273,,0.06,av,av91082753,2023-01-04T18:31:28.880Z,"85 km NW of Karluk, Alaska",earthquake,0.9,0.43,0.127859056265069,4,reviewed,av,av
2023-01-01T16:10:25.199Z,61.3455,-146.697,7.8,1.5,ml,,,,0.61,ak,ak0231x4h9z,2023-01-18T21:27:02.486Z,"30 km NW of Valdez, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T16:10:02.820Z,58.2526666666667,-155.0815,5,-0.03,ml,7,102,,0.21,av,av91741236,2023-01-04T01:03:32.670Z,"84 km NNW of Karluk, Alaska",earthquake,0.82,1.08,0.223753514801613,7,reviewed,av,av
2023-01-01T16:09:57.910Z,38.8156662,-122.7948303,2.19,1.12,md,22,62,0.007696,0.01,nc,nc73827536,2023-01-01T16:43:13.031Z,"5km NW of The Geysers, CA",earthquake,0.21,0.41,0.22,21,automatic,nc,nc
2023-01-01T16:05:26.270Z,58.1751666666667,-155.359833333333,2.12,-0.25,ml,8,114,,0.05,av,av91082748,2023-01-04T18:25:56.410Z,"86 km NW of Karluk, Alaska",earthquake,0.28,0.39,0.122087289250996,8,reviewed,av,av
2023-01-01T16:05:22.820Z,33.4045,-116.378,4.72,0.96,ml,25,136,0.07809,0.18,ci,ci40152687,2023-01-04T19:53:07.227Z,"16km N of Borrego Springs, CA",earthquake,0.31,0.64,0.082,13,reviewed,ci,ci
2023-01-01T15:58:59.598Z,51.4319,-176.1661,18,2,ml,,,,0.44,ak,ak0231wtep3,2023-01-18T23:40:40.560Z,"58 km SSE of Adak, Alaska",earthquake,,2.1,,,reviewed,ak,ak
2023-01-01T15:56:58.521Z,60.4625,-153.0738,141,2,ml,,,,0.51,ak,ak0231wt2fi,2023-01-18T23:40:36.724Z,"74 km ENE of Port Alsworth, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-01-01T15:45:53.903Z,61.4701,-151.5668,94.8,2.1,ml,,,,0.48,ak,ak0231wqlwd,2023-03-11T22:51:26.040Z,"44 km NW of Beluga, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T15:43:01.690Z,38.8326667,-122.7935,2.05,1.2,md,32,30,0.006241,0.02,nc,nc73827531,2023-01-10T21:24:13.353Z,"6km W of Cobb, CA",earthquake,0.16,0.32,0.042,6,reviewed,nc,nc
2023-01-01T15:39:03.002Z,62.869,-150.9625,98.7,1.6,ml,,,,0.46,ak,ak0231wp7q4,2023-01-18T23:40:40.363Z,"42 km NNW of Petersville, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-01-01T15:36:55.139Z,52.2072,-168.2739,10,2.8,ml,13,261,0.844,0.44,us,us7000j5da,2023-03-11T22:51:52.040Z,"90 km SSE of Nikolski, Alaska",earthquake,5.34,2.013,0.105,12,reviewed,us,us
2023-01-01T15:35:15.050Z,32.7958333,-116.7026667,14.33,1.24,ml,19,63,0.1022,0.16,ci,ci40152679,2023-01-02T20:00:51.109Z,"7km SE of Alpine, CA",earthquake,0.33,0.59,0.136,9,reviewed,ci,ci
2023-01-01T15:26:31.870Z,31.68561225,-104.424344,6.131567383,2.2,ml,23,80,0.005484168892,0.2,tx,tx2023abeo,2023-01-03T22:09:32.398Z,"54 km S of Whites City, New Mexico",earthquake,0.7628469658,0.4390825787,0.2,19,reviewed,tx,tx
2023-01-01T15:26:28.925Z,61.3436,-149.8915,29.3,1.6,ml,,,,0.68,ak,ak0231wmhc9,2023-01-18T23:40:36.044Z,"4 km ESE of Point MacKenzie, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-01-01T15:21:52.369Z,36.47516667,-98.61733333,1.97,0.08,ml,9,107,0.01079788109,0.1,ok,ok2023abek,2023-01-09T12:12:17.004Z,"15 km WSW of Aline, Oklahoma",earthquake,,0.8,0.05,3,reviewed,ok,ok
2023-01-01T15:21:03.114Z,53.327,-167.4707,60.1,1.8,ml,,,,0.3,ak,ak0231wlcsl,2023-01-23T17:23:01.535Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,2.8,,,reviewed,ak,ak
2023-01-01T15:13:07.172Z,63.6675,-151.7903,7.9,1.3,ml,,,,0.87,ak,ak0231wjnfh,2023-01-18T23:40:39.981Z,"14 km NNW of Denali National Park, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T15:11:00.569Z,65.163,-150.0183,18.3,1.6,ml,,,,0.71,ak,ak0231wj7hh,2023-01-18T23:40:35.856Z,"31 km W of Minto, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-01T15:10:07.415Z,51.117,-176.3119,10,3,ml,13,244,0.748,0.54,us,us7000j5d9,2023-03-11T22:51:52.040Z,"87 km SSE of Adak, Alaska",earthquake,3.87,1.974,0.148,6,reviewed,us,us
2023-01-01T14:58:28.280Z,34.0088333,-116.9363333,4.05,1.41,ml,51,54,0.0845,0.12,ci,ci40152671,2023-01-04T19:47:43.580Z,"10km NNE of Beaumont, CA",earthquake,0.12,0.38,0.132,35,reviewed,ci,ci
2023-01-01T14:57:55.200Z,19.2551666666667,-155.368833333333,31,1.48,md,10,198,,0.12,hv,hv73290732,2023-01-05T00:31:58.530Z,"12 km ENE of P?hala, Hawaii",earthquake,1.42,0.87,0.0296269017894732,5,reviewed,hv,hv
2023-01-01T14:45:54.521Z,51.0782,-176.2663,13.4,2.1,ml,,,,0.32,ak,ak0231w56e4,2023-01-18T23:40:39.803Z,"92 km SSE of Adak, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2023-01-01T14:45:41.283Z,52.2879,-168.3001,19.223,3.4,ml,19,214,0.764,0.76,us,us7000j3y0,2023-03-11T22:51:46.040Z,"81 km SSE of Nikolski, Alaska",earthquake,7.12,7.064,0.091,16,reviewed,us,us
2023-01-01T14:43:21.938Z,51.0929,-176.2184,10,3,ml,10,291,0.779,0.32,us,us7000j5d8,2023-03-11T22:51:52.040Z,"91 km SSE of Adak, Alaska",earthquake,2.93,2.023,0.148,6,reviewed,us,us
2023-01-01T14:41:33.783Z,49.7491,150.7474,385.112,4.1,mb,55,119,5.496,0.67,us,us7000j1fc,2024-01-18T19:07:45.597Z,"northwest of the Kuril Islands",earthquake,12.84,8.002,0.059,79,reviewed,us,us
2023-01-01T14:41:18.768Z,-12.8831,166.3007,10,4.2,mb,14,87,7.111,1.13,us,us7000j3y1,2023-03-11T22:51:46.040Z,"174 km NW of Sola, Vanuatu",earthquake,9.37,1.918,0.263,6,reviewed,us,us
2023-01-01T14:33:39.440Z,19.4063333333333,-155.291166666667,2.05,1.89,ml,20,102,,0.08,hv,hv73290712,2024-01-18T19:07:43.818Z,"7 km SW of Volcano, Hawaii",earthquake,0.2,0.16,0.122737243033801,8,reviewed,hv,hv
2023-01-01T14:22:54.100Z,60.3098,-152.2269,90.2,1.8,ml,,,,0.46,ak,ak0231w08w2,2023-01-18T23:40:39.606Z,"42 km NW of Ninilchik, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-01-01T14:18:32.301Z,37.2072,-104.7548,5,1.2,ml,7,113,0.088,0.45,us,us6000jkyn,2023-03-11T22:51:27.040Z,"9 km N of Segundo, Colorado",earthquake,1.82,1.652,0.128,8,reviewed,us,us
2023-01-01T14:14:19.120Z,60.9088,-149.864,34.2,1.7,ml,,,,0.74,ak,ak0231vygdw,2023-01-18T23:40:35.024Z,"12 km W of Hope, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-01-01T14:01:37.820Z,47.834,-124.06916666666666,19.56,1.68,ml,19,121,0.09571,0.31,uw,uw61901136,2023-01-01T23:58:31.700Z,"26 km ESE of Forks, Washington",earthquake,0.73,1.16,0.12474938205685326,10,reviewed,uw,uw
2023-01-01T14:01:28.960Z,34.2253333,-117.8683333,11.86,1.17,ml,43,48,0.05832,0.17,ci,ci40152663,2023-01-04T19:32:35.430Z,"10km N of Glendora, CA",earthquake,0.21,0.43,0.081,17,reviewed,ci,ci
2023-01-01T13:51:52.017Z,62.0512,-153.2767,6.4,1.6,ml,,,,0.62,ak,ak0231vl0w1,2023-01-18T23:40:39.401Z,"98 km W of Skwentna, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-01-01T13:44:48.854Z,61.2529,-146.833,6.8,1.6,ml,,,,0.65,ak,ak0231vjhtr,2023-01-18T23:40:34.791Z,"29 km WNW of Valdez, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T13:43:53.340Z,17.9418333333333,-66.9176666666667,14.8,1.64,md,4,236,0.04928,0.07,pr,pr71390243,2023-01-01T14:29:48.280Z,"Puerto Rico region",earthquake,0.83,0.95,0.0572269708398534,3,reviewed,pr,pr
2023-01-01T13:43:11.090Z,58.1691666666667,-155.370833333333,2.44,0.31,ml,8,75,,0.08,av,av91741186,2023-01-04T00:53:27.220Z,"86 km NW of Karluk, Alaska",earthquake,0.23,0.45,0.11812145614209,8,reviewed,av,av
2023-01-01T13:38:42.190Z,58.2101666666667,-155.111833333333,3.54,0.44,ml,8,88,,0.07,av,av91741181,2023-01-04T00:46:38.790Z,"81 km NNW of Karluk, Alaska",earthquake,0.29,1.04,0.387660808943043,8,reviewed,av,av
2023-01-01T13:32:29.260Z,58.1823333333333,-155.322,2.22,0.2,ml,7,106,,0.06,av,av91741176,2024-01-18T19:07:42.237Z,"85 km NW of Karluk, Alaska",earthquake,0.25,0.5,0.250000911818199,7,reviewed,av,av
2023-01-01T13:28:33.767Z,60.636,-151.7485,81.2,1.8,ml,,,,0.53,ak,ak0231vg21a,2023-01-18T23:40:34.582Z,"23 km W of Salamatof, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-01-01T13:27:29.461Z,-21.2221,-68.9621,90.462,4.1,mb,28,55,0.522,0.76,us,us7000j1f6,2023-03-11T22:51:30.040Z,"136 km N of Calama, Chile",earthquake,6.75,7.627,0.166,10,reviewed,us,us
2023-01-01T13:27:01.090Z,36.5565,-89.7778333333333,13.13,1.96,md,33,47,0.09155,0.09,nm,nm60503911,2023-01-05T18:30:38.340Z,"3 km E of Risco, Missouri",earthquake,0.14,0.36,0.0752195067191903,25,reviewed,nm,nm
2023-01-01T13:21:19.152Z,59.0371,-138.0292,9.3,2.1,ml,,,,0.67,ak,ak0231veiud,2023-01-23T17:23:01.351Z,"112 km ESE of Yakutat, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2023-01-01T13:21:07.610Z,35.803,-117.6193333,7.92,1.13,ml,20,69,0.02182,0.15,ci,ci40152655,2023-01-04T19:22:46.081Z,"20km WNW of Searles Valley, CA",earthquake,0.28,0.52,0.101,9,reviewed,ci,ci
2023-01-01T13:18:41.474Z,63.4328,-149.5595,104.9,1.3,ml,,,,0.43,ak,ak0231vdxg3,2023-01-18T23:40:39.225Z,"30 km W of Cantwell, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-01-01T13:18:25.830Z,52.247,-168.3156,29.11,3.5,ml,18,215,0.797,0.66,us,us7000j3xw,2023-03-11T22:51:46.040Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,7.27,15.501,0.091,16,reviewed,us,us
2023-01-01T13:13:02.500Z,33.4003333,-116.3906667,5.07,0.97,ml,38,105,0.076,0.19,ci,ci40152647,2023-01-04T19:17:51.863Z,"16km N of Borrego Springs, CA",earthquake,0.23,0.73,0.146,13,reviewed,ci,ci
2023-01-01T13:10:58.520Z,17.9275,-66.9091,14,3.58,md,26,225,0.0562,0.15,pr,pr2023001002,2023-03-11T22:51:30.040Z,"Puerto Rico region",earthquake,0.73,0.6,0.13,19,reviewed,pr,pr
2023-01-01T13:10:47.784Z,61.3209,-151.4851,75,1.7,ml,,,,0.48,ak,ak0231vc87e,2023-01-18T23:40:38.859Z,"29 km NW of Beluga, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-01-01T13:05:04.475Z,61.4908,-140.1401,2.6,1.3,ml,,,,0.75,ak,ak0231vb2a7,2023-01-18T23:40:38.682Z,"141 km SSE of Alcan Border, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-01-01T13:02:57.452Z,36.691,76.9958,98.403,4.3,mb,46,97,4.303,0.86,us,us7000j1f2,2023-03-11T22:51:30.040Z,"Kashmir-Xinjiang border region",earthquake,7.99,7.916,0.106,25,reviewed,us,us
2023-01-01T12:59:36.570Z,58.171,-155.305,1.35,-0.24,ml,6,107,,0.09,av,av91741156,2023-01-04T00:36:37.370Z,"Alaska Peninsula",earthquake,0.25,2.22,0.197172558553113,6,reviewed,av,av
2023-01-01T12:50:20.561Z,38.1444,-117.9982,8.8,1.7,ml,12,128.94,0.031,0.0974,nn,nn00854395,2023-01-06T22:23:14.290Z,"28 km SSE of Mina, Nevada",earthquake,,1.8,0.18,3,reviewed,nn,nn
2023-01-01T12:46:37.510Z,33.3985,-116.3913333,4.88,1.52,ml,76,31,0.07439,0.19,ci,ci40152639,2023-01-04T18:42:04.821Z,"16km N of Borrego Springs, CA",earthquake,0.15,0.43,0.134,42,reviewed,ci,ci
2023-01-01T12:43:45.040Z,60.1347,-152.8883,109.2,1.9,ml,,,,0.57,ak,ak0231uxv0o,2023-01-18T23:40:38.479Z,"67 km WNW of Happy Valley, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-01-01T12:29:07.036Z,63.5602,-149.8164,109.4,2.5,ml,,,,0.63,ak,ak0231uus49,2023-03-11T22:51:29.040Z,"47 km WNW of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T12:20:14.720Z,33.4053333,-116.383,5.4,0.51,ml,14,133,0.07951,0.14,ci,ci37485100,2023-01-04T18:21:01.493Z,"17km N of Borrego Springs, CA",earthquake,0.29,1.72,0.084,7,reviewed,ci,ci
2023-01-01T12:19:56.120Z,33.3981667,-116.3775,7.25,0.89,ml,19,138,0.07177,0.15,ci,ci40152631,2023-01-04T18:06:56.226Z,"16km N of Borrego Springs, CA",earthquake,0.28,1.1,0.079,4,reviewed,ci,ci
2023-01-01T12:18:59.423Z,-23.0742,-68.9221,106.733,4.8,mwr,47,80,0.696,0.81,us,us7000j1ew,2023-03-11T22:51:29.040Z,"68 km S of Calama, Chile",earthquake,4.26,4.252,0.057,30,reviewed,us,us
2023-01-01T12:17:19.020Z,40.1445,-123.8001667,25.8,2.3,md,20,93,0.0398,0.11,nc,nc73827511,2023-01-02T06:17:12.272Z,"3km NE of Redway, CA",earthquake,0.47,0.49,0.166,29,reviewed,nc,nc
2023-01-01T12:01:54.689Z,62.9293,-150.4513,92.4,1.4,ml,,,,0.38,ak,ak0231uovo8,2023-01-23T17:23:01.154Z,"50 km NNE of Petersville, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-01-01T11:49:58.420Z,41.7933333,-111.9376667,7.44,2.26,ml,19,91,0.09936,0.2,uu,uu60528967,2023-03-11T22:51:26.040Z,"0 km NW of Benson, Utah",earthquake,0.54,0.58,0.157,9,reviewed,uu,uu
2023-01-01T11:39:26.050Z,17.9998333333333,-66.826,14.82,2.25,md,15,165,0.05483,0.08,pr,pr71390218,2023-01-01T12:28:35.400Z,"0 km NW of Indios, Puerto Rico",earthquake,0.34,0.3,0.0606969605767933,10,reviewed,pr,pr
2023-01-01T11:37:21.880Z,37.3718333,-121.6923333,5.55,1.02,md,16,56,0.04981,0.06,nc,nc73827501,2023-01-10T21:08:13.127Z,"12km E of Alum Rock, CA",earthquake,0.25,0.57,0.149,16,reviewed,nc,nc
2023-01-01T11:35:01.520Z,36.974,-121.6233333,4.81,1.19,md,18,80,0.05296,0.1,nc,nc73827496,2023-01-10T20:32:12.924Z,"6km SW of Gilroy, CA",earthquake,0.26,0.6,0.381,15,reviewed,nc,nc
2023-01-01T11:28:48.280Z,19.4208335876465,-155.278335571289,0.100000001490116,1.73,ml,13,127,,0.129999995,hv,hv73290557,2023-01-01T11:34:18.210Z,"5 km WSW of Volcano, Hawaii",earthquake,0.2,0.340000004,0.28,3,automatic,hv,hv
2023-01-01T11:23:46.790Z,58.2558333333333,-155.081166666667,4.33,0.46,ml,12,103,,0.16,av,av91741136,2023-01-04T00:29:07.990Z,"85 km NNW of Karluk, Alaska",earthquake,0.34,0.57,0.20933612887876,12,reviewed,av,av
2023-01-01T11:22:38.904Z,63.2925,-150.5374,127.9,1.8,ml,,,,0.5,ak,ak0231u7wwi,2023-01-18T23:40:38.080Z,"65 km ESE of Denali National Park, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-01-01T11:01:46.970Z,17.949,-66.922,14.52,2.21,md,12,214,0.04824,0.06,pr,pr71390213,2023-01-01T11:47:26.620Z,"2 km SSW of Guánica, Puerto Rico",earthquake,0.43,0.51,0.112098045555649,7,reviewed,pr,pr
2023-01-01T11:01:15.600Z,58.1803333333333,-155.313666666667,0.87,-0.41,ml,6,161,,0.04,av,av91082743,2023-01-04T18:21:29.430Z,"85 km NW of Karluk, Alaska",earthquake,0.22,0.84,0.266348253721229,6,reviewed,av,av
2023-01-01T10:56:10.040Z,33.0541667,-115.5813333,7.07,1.45,ml,18,57,0.01587,0.24,ci,ci40152623,2023-01-04T18:02:33.725Z,"4km ENE of Westmorland, CA",earthquake,0.4,0.56,0.168,7,reviewed,ci,ci
2023-01-01T10:51:24.330Z,36.297,-120.4671667,11.09,2.16,md,45,50,0.08757,0.19,nc,nc73827491,2023-01-10T22:10:12.503Z,"20km NNW of Coalinga, CA",earthquake,0.29,0.71,0.157,38,reviewed,nc,nc
2023-01-01T10:51:21.452Z,57.919,-137.9669,25,2.4,ml,,,,0.63,ak,ak0231tsnpt,2023-01-18T23:40:37.898Z,"100 km WSW of Elfin Cove, Alaska",earthquake,,2.5,,,reviewed,ak,ak
2023-01-01T10:44:46.322Z,10.069,126.5571,33.676,4.3,mb,21,176,3.133,0.39,us,us7000j3xv,2023-03-11T22:51:46.040Z,"55 km ENE of Pilar, Philippines",earthquake,12.72,7.652,0.153,12,reviewed,us,us
2023-01-01T10:40:00.865Z,60.1168,-150.5246,47.2,1.7,ml,,,,0.4,ak,ak0231tq97l,2023-01-18T23:40:33.861Z,"37 km NE of Fox River, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-01-01T10:39:06.336Z,61.3583,-149.6342,49.6,1.8,ml,,,,0.47,ak,ak0231tq1qz,2023-01-18T23:40:33.630Z,"5 km NW of Eagle River, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-01-01T10:35:06.137Z,18.6319,120.9637,46.019,4.4,mb,36,125,4.166,0.49,us,us7000j1eg,2023-03-11T22:51:29.040Z,"12 km WNW of Claveria, Philippines",earthquake,5.16,8.249,0.12,20,reviewed,us,us
2023-01-01T10:33:51.640Z,40.5551667,-124.0075,22.18,2.46,md,30,49,0.08794,0.12,nc,nc73827486,2023-03-11T22:51:26.040Z,"8km E of Hydesville, CA",earthquake,0.24,0.37,0.084,34,reviewed,nc,nc
2023-01-01T10:32:57.010Z,38.8333321,-122.8148346,1.81,0.77,md,13,73,0.0106,0.02,nc,nc73827481,2023-01-01T10:55:11.225Z,"8km NW of The Geysers, CA",earthquake,0.26,0.69,0.16,13,automatic,nc,nc
2023-01-01T10:32:49.300Z,58.5395,-154.290166666667,9.73,0.51,ml,8,268,,0.17,av,av91082733,2023-01-04T18:07:43.900Z,"96 km WNW of Aleneva, Alaska",earthquake,2.38,1.16,0.277821549656135,8,reviewed,av,av
2023-01-01T10:32:21.050Z,17.935,-66.9176666666667,14.51,2.18,md,14,220,0.03799,0.09,pr,pr71390198,2023-01-01T11:09:48.300Z,"4 km SSW of Guánica, Puerto Rico",earthquake,0.51,0.43,0.0310521510046291,5,reviewed,pr,pr
2023-01-01T10:31:21.840Z,38.8330002,-122.8153305,1.74,1.04,md,16,73,0.01043,0.02,nc,nc73827476,2023-01-01T10:47:14.023Z,"8km NW of The Geysers, CA",earthquake,0.23,0.44,0.14,16,automatic,nc,nc
2023-01-01T10:20:42.720Z,33.554,-116.6115,14.64,0.85,ml,24,63,0.002399,0.14,ci,ci40152615,2023-01-02T20:01:32.857Z,"6km E of Anza, CA",earthquake,0.29,0.39,0.14,19,reviewed,ci,ci
2023-01-01T10:19:20.400Z,33.5515,-116.615,15.49,0.86,ml,30,61,0.001798,0.13,ci,ci40152607,2023-01-04T17:58:58.835Z,"5km E of Anza, CA",earthquake,0.21,0.3,0.163,12,reviewed,ci,ci
2023-01-01T10:16:21.190Z,33.4018333,-116.38,2.18,0.82,ml,16,149,0.1369,0.21,ci,ci40152599,2023-01-02T20:02:25.684Z,"16km N of Borrego Springs, CA",earthquake,0.52,1.19,0.114,18,reviewed,ci,ci
2023-01-01T10:16:00.790Z,19.3523333333333,-155.496,8.04,2.43,ml,42,47,,0.13,hv,hv73290512,2023-03-11T22:51:29.040Z,"16 km N of P?hala, Hawaii",earthquake,0.27,0.41,0.146490739333677,27,reviewed,hv,hv
2023-01-01T10:13:25.286Z,59.3021,-152.2844,56.5,1.9,ml,,,,0.55,ak,ak0231tkiue,2023-01-23T17:23:00.971Z,"21 km WSW of Nanwalek, Alaska",earthquake,,1.2,,,reviewed,ak,ak
